"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"SIDEPIECE",55,"dance",0.0327,186341,186.341,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Ava Max",62,"dance",0.0684,164537,164.537,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Kehlani",52,"dance",0.356,145807,145.807,"Least Popular",18,"More songs than average","Artist with more songs than average"
"JLV",56,"dance",0.0451,148064,148.064,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Noizu",58,"dance",0.0441,149280,149.28,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Wizkid",59,"dance",0.167,247333,247.333,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Gryffin",50,"dance",0.0686,225645,225.645,"Least Popular",22,"More songs than average","Artist with more songs than average"
"BONNIE X CLYDE",54,"dance",0.0508,142857,142.857,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Selena Gomez",58,"dance",0.173,161188,161.188,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Ava Max",62,"dance",0.0391,179512,179.512,"Least Popular",29,"More songs than average","Artist with more songs than average"
"K-391",60,"dance",0.0772,164167,164.167,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Ashnikko",52,"dance",0.0605,150654,150.654,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Jazmine Sullivan",52,"dance",0.0565,232096,232.096,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Joel Corry",61,"dance",0.0424,190955,190.955,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Grimes",56,"dance",0.0495,220617,220.617,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Alessia Cara",62,"dance",0.0764,217348,217.348,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Sam Feldt",59,"dance",0.0368,161944,161.944,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Wiz Khalifa",56,"dance",0.174,170658,170.658,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Timmy Trumpet",63,"dance",0.111,153304,153.304,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Selena Gomez",55,"dance",0.0518,186459,186.459,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Zedd",55,"dance",0.0434,186245,186.245,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"5 Seconds of Summer",57,"dance",0.118,229557,229.557,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Popcaan",54,"dance",0.05,177899,177.899,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Bea Miller",55,"dance",0.102,207328,207.328,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Burna Boy",61,"dance",0.0701,197934,197.934,"Least Popular",23,"More songs than average","Artist with more songs than average"
"NGHTMRE",50,"dance",0.105,195200,195.2,"Least Popular",9,"More songs than average","Artist with more songs than average"
"R3HAB",59,"dance",0.0781,141600,141.6,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Troye Sivan",58,"dance",0.0487,226781,226.781,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Kehlani",51,"dance",0.0872,245674,245.674,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Topic",62,"dance",0.0488,171905,171.905,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Jax Jones",59,"dance",0.0468,172143,172.143,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Charli XCX",54,"dance",0.038,149390,149.39,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Big Sean",54,"dance",0.0554,199250,199.25,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Mild Minds",55,"dance",0.0644,277682,277.682,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Young Bombs",50,"dance",0.0662,155519,155.519,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Dua Lipa",59,"dance",0.0353,166266,166.266,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Sabrina Carpenter",59,"dance",0.0408,147071,147.071,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Ruel",58,"dance",0.162,179213,179.213,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Marshmello",57,"dance",0.0401,165704,165.704,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Tyron Hapi",57,"dance",0.0275,165083,165.083,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Yves V",62,"dance",0.0476,153697,153.697,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Mike Perry",61,"dance",0.0445,149125,149.125,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Chloe x Halle",52,"dance",0.0518,152880,152.88,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Sage The Gemini",55,"dance",0.068,130359,130.359,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Miami Horror",55,"dance",0.0531,197895,197.895,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Tony Igy",62,"dance",0.0669,156888,156.888,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Doja Cat",54,"dance",0.064,210492,210.492,"Least Popular",30,"More songs than average","Artist with more songs than average"
"Loud Luxury",52,"dance",0.0397,179688,179.688,"Least Popular",15,"More songs than average","Artist with more songs than average"
"BONNIE X CLYDE",51,"dance",0.0789,121600,121.6,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Britney Spears",54,"dance",0.112,230253,230.253,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Jason Derulo",61,"dance",0.181,111852,111.852,"Least Popular",11,"More songs than average","Artist with more songs than average"
"SPINALL",60,"dance",0.108,185455,185.455,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Lauv",57,"dance",0.0405,184009,184.009,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Ty Dolla $ign",53,"dance",0.0718,148927,148.927,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Skillibeng",57,"dance",0.313,166699,166.699,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"5 Seconds of Summer",56,"dance",0.0444,220606,220.606,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Aluna",50,"dance",0.0818,202012,202.012,"Least Popular",10,"More songs than average","Artist with more songs than average"
"5 Seconds of Summer",56,"dance",0.0425,190382,190.382,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Madison Beer",56,"dance",0.0534,207734,207.734,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Megan Thee Stallion",49,"dance",0.29,227375,227.375,"Least Popular",44,"More songs than average","Artist with more songs than average"
"Grimes",53,"dance",0.0302,161691,161.691,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Tiësto",56,"dance",0.178,148329,148.329,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Usher",51,"dance",0.101,257249,257.249,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"David Guetta",66,"dance",0.0341,200645,200.645,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Buju Banton",48,"dance",0.305,237280,237.28,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"The Pussycat Dolls",59,"dance",0.0814,204176,204.176,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Kim Petras",53,"dance",0.183,191809,191.809,"Least Popular",13,"More songs than average","Artist with more songs than average"
"BONNIE X CLYDE",52,"dance",0.0644,160000,160,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Bazzi",54,"dance",0.323,146832,146.832,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Astrid S",65,"dance",0.231,204989,204.989,"Most Popular",8,"More songs than average","Artist with more songs than average"
"Justin Timberlake",46,"dance",0.0565,240600,240.6,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Big Sean",51,"dance",0.112,131274,131.274,"Least Popular",12,"More songs than average","Artist with more songs than average"
"ELIO",55,"dance",0.0431,177772,177.772,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Jason Derulo",66,"dance",0.0642,192921,192.921,"Most Popular",11,"More songs than average","Artist with more songs than average"
"Selena Gomez",56,"dance",0.167,192172,192.172,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Allie X",54,"dance",0.0516,238880,238.88,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Mild Minds",53,"dance",0.0564,215269,215.269,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Jonas Brothers",53,"dance",0.0666,150367,150.367,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Tiwa Savage",58,"dance",0.0611,153877,153.877,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Big Sean",51,"dance",0.0837,152263,152.263,"Least Popular",12,"More songs than average","Artist with more songs than average"
"KREAM",56,"dance",0.154,192838,192.838,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Eiffel 65",53,"dance",0.0886,166667,166.667,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Meghan Trainor",54,"dance",0.333,197004,197.004,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Galantis",51,"dance",0.0346,166688,166.688,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Trey Songz",52,"dance",0.157,194576,194.576,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Meghan Trainor",55,"dance",0.384,177816,177.816,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Ruel",55,"dance",0.0377,193189,193.189,"Least Popular",7,"More songs than average","Artist with more songs than average"
"SABAI",53,"dance",0.0408,169379,169.379,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Marshmello",47,"dance",0.451,197010,197.01,"Least Popular",22,"More songs than average","Artist with more songs than average"
"KREAM",56,"dance",0.0477,159400,159.4,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Olivia O'Brien",51,"dance",0.0355,182867,182.867,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Lauv",56,"dance",0.0621,203520,203.52,"Least Popular",21,"More songs than average","Artist with more songs than average"
