"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"Fredo Bang",55,"hip-hop",0.274,158427,158.427,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Jasiah",53,"hip-hop",0.291,186473,186.473,"Least Popular",8,"More songs than average","Artist with more songs than average"
"DB.Boutabag",52,"hip-hop",0.427,151615,151.615,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"GoldLink",56,"hip-hop",0.238,128853,128.853,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"MOD SUN",56,"hip-hop",0.115,159394,159.394,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Tory Lanez",56,"hip-hop",0.462,231415,231.415,"Least Popular",31,"More songs than average","Artist with more songs than average"
"Isaiah Rashad",53,"hip-hop",0.413,189307,189.307,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Lil Gnar",57,"hip-hop",0.332,120059,120.059,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Santa Fe Klan",58,"hip-hop",0.354,227368,227.368,"Least Popular",16,"More songs than average","Artist with more songs than average"
"6LACK",56,"hip-hop",0.152,88621,88.621,"Least Popular",7,"More songs than average","Artist with more songs than average"
"The Kid LAROI",56,"hip-hop",0.125,133724,133.724,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Chief Keef",52,"hip-hop",0.312,252000,252,"Least Popular",6,"More songs than average","Artist with more songs than average"
"EST Gee",52,"hip-hop",0.23,156981,156.981,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Brent Faiyaz",55,"hip-hop",0.0534,251133,251.133,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Lil Nas X",57,"hip-hop",0.0411,221203,221.203,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Pardyalone",54,"hip-hop",0.256,152790,152.79,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Xavier Wulf",52,"hip-hop",0.194,117725,117.725,"Least Popular",11,"More songs than average","Artist with more songs than average"
"AG Club",53,"hip-hop",0.395,224331,224.331,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Mac Miller",53,"hip-hop",0.323,327561,327.561,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Eminem",59,"hip-hop",0.244,261603,261.603,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Mac Miller",54,"hip-hop",0.41,211683,211.683,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Marlon Craft",56,"hip-hop",0.455,117227,117.227,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Lil Baby",55,"hip-hop",0.267,209299,209.299,"Least Popular",70,"More songs than average","Artist with more songs than average"
"mordadsboi",54,"hip-hop",0.31,104699,104.699,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Andy Mineo",52,"hip-hop",0.174,144022,144.022,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Money Man",52,"hip-hop",0.274,120740,120.74,"Least Popular",32,"More songs than average","Artist with more songs than average"
"Logic",54,"hip-hop",0.0521,121559,121.559,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Xavier Wulf",52,"hip-hop",0.254,71181,71.181,"Least Popular",11,"More songs than average","Artist with more songs than average"
"The Kid LAROI",55,"hip-hop",0.0495,162819,162.819,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Kota the Friend",53,"hip-hop",0.0905,203794,203.794,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Brytiago",64,"hip-hop",0.216,262200,262.2,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"BabyTron",51,"hip-hop",0.457,142681,142.681,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Westside Gunn",54,"hip-hop",0.106,155678,155.678,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Don Omar",63,"hip-hop",0.117,190880,190.88,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Kari Faux",55,"hip-hop",0.182,170400,170.4,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Eazy Mac",53,"hip-hop",0.22,173832,173.832,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Ricky Rich",73,"hip-hop",0.0301,129590,129.59,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Meek Mill",53,"hip-hop",0.331,230400,230.4,"Least Popular",10,"More songs than average","Artist with more songs than average"
"The Kid LAROI",55,"hip-hop",0.0842,128895,128.895,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Young Dolph",51,"hip-hop",0.0939,149760,149.76,"Least Popular",35,"More songs than average","Artist with more songs than average"
"Masked Wolf",55,"hip-hop",0.149,195750,195.75,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Wale",53,"hip-hop",0.321,183333,183.333,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"MC Davo",64,"hip-hop",0.216,185493,185.493,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Big Scarr",50,"hip-hop",0.178,128260,128.26,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Nicki Minaj",53,"hip-hop",0.132,181690,181.69,"Least Popular",21,"More songs than average","Artist with more songs than average"
"The Kid LAROI",55,"hip-hop",0.0729,104525,104.525,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Migos",54,"hip-hop",0.0491,262340,262.34,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Only The Family",53,"hip-hop",0.431,147496,147.496,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Mac Miller",54,"hip-hop",0.157,223794,223.794,"Least Popular",37,"More songs than average","Artist with more songs than average"
"G-Eazy",56,"hip-hop",0.238,186350,186.35,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Ahmad Anonimis",54,"hip-hop",0.445,111951,111.951,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Lathan Warlick",52,"hip-hop",0.131,144067,144.067,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Isaiah Rashad",52,"hip-hop",0.0516,159717,159.717,"Least Popular",13,"More songs than average","Artist with more songs than average"
"The Alchemist",54,"hip-hop",0.105,177373,177.373,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Baby Keem",53,"hip-hop",0.0847,163509,163.509,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Pooh Shiesty",50,"hip-hop",0.363,181211,181.211,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Terry Presume",54,"hip-hop",0.0628,208067,208.067,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"F.HERO",63,"hip-hop",0.188,232000,232,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Hopsin",54,"hip-hop",0.292,243429,243.429,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Toosii",52,"hip-hop",0.318,176514,176.514,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Key Glock",51,"hip-hop",0.0779,123627,123.627,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Lil Durk",54,"hip-hop",0.231,192718,192.718,"Least Popular",40,"More songs than average","Artist with more songs than average"
"$uicideboy$",54,"hip-hop",0.101,198983,198.983,"Least Popular",51,"More songs than average","Artist with more songs than average"
"reggie",53,"hip-hop",0.356,96000,96,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Abhi The Nomad",56,"hip-hop",0.0568,135213,135.213,"Least Popular",6,"More songs than average","Artist with more songs than average"
"42 Dugg",52,"hip-hop",0.328,147685,147.685,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Hulvey",52,"hip-hop",0.203,134578,134.578,"Least Popular",8,"More songs than average","Artist with more songs than average"
"BIG30",50,"hip-hop",0.4,126667,126.667,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Young Stoner Life",52,"hip-hop",0.228,211733,211.733,"Least Popular",11,"More songs than average","Artist with more songs than average"
"South Strip",52,"hip-hop",0.369,94675,94.675,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Pooh Shiesty",50,"hip-hop",0.2,150400,150.4,"Least Popular",21,"More songs than average","Artist with more songs than average"
"ZillaKami",54,"hip-hop",0.0253,170371,170.371,"Least Popular",15,"More songs than average","Artist with more songs than average"
"99zed",54,"hip-hop",0.479,122902,122.902,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Drake",53,"hip-hop",0.0525,178154,178.154,"Least Popular",67,"More songs than average","Artist with more songs than average"
"DaBaby",53,"hip-hop",0.347,63721,63.721,"Least Popular",26,"More songs than average","Artist with more songs than average"
"Young Thug",53,"hip-hop",0.239,177596,177.596,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Lil Nas X",56,"hip-hop",0.0295,170323,170.323,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Lil Baby",53,"hip-hop",0.304,181981,181.981,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Lil Baby",54,"hip-hop",0.21,195064,195.064,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Moneybagg Yo",51,"hip-hop",0.177,113827,113.827,"Least Popular",40,"More songs than average","Artist with more songs than average"
"AP Dhillon",75,"hip-hop",0.135,114419,114.419,"Most Popular",9,"More songs than average","Artist with more songs than average"
"The Kid LAROI",54,"hip-hop",0.0908,135242,135.242,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Farruko",63,"hip-hop",0.0527,171784,171.784,"Most Popular",8,"More songs than average","Artist with more songs than average"
"BabyTron",50,"hip-hop",0.52,148793,148.793,"Least Popular",24,"More songs than average","Artist with more songs than average"
"Kodak Black",53,"hip-hop",0.0572,156113,156.113,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Don Omar",62,"hip-hop",0.361,305667,305.667,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Kevin Gates",51,"hip-hop",0.147,229091,229.091,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Pooh Shiesty",50,"hip-hop",0.377,185402,185.402,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Babyface Ray",51,"hip-hop",0.184,135117,135.117,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Big Boogie",50,"hip-hop",0.535,185992,185.992,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Thouxanbanfauni",53,"hip-hop",0.423,164049,164.049,"Least Popular",9,"More songs than average","Artist with more songs than average"
"BabyTron",50,"hip-hop",0.445,163265,163.265,"Least Popular",24,"More songs than average","Artist with more songs than average"
"ZillaKami",53,"hip-hop",0.0274,117025,117.025,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Dave",65,"hip-hop",0.342,181676,181.676,"Most Popular",6,"More songs than average","Artist with more songs than average"
"JPEGMAFIA",53,"hip-hop",0.223,224358,224.358,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Ski Mask The Slump God",52,"hip-hop",0.19,93920,93.92,"Least Popular",6,"More songs than average","Artist with more songs than average"
"BabyTron",50,"hip-hop",0.391,208536,208.536,"Least Popular",24,"More songs than average","Artist with more songs than average"
"DB.Boutabag",50,"hip-hop",0.409,138397,138.397,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"ZillaKami",52,"hip-hop",0.477,186218,186.218,"Least Popular",15,"More songs than average","Artist with more songs than average"
"TREN LOKOTE",61,"hip-hop",0.279,230374,230.374,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Lil Nas X",59,"hip-hop",0.0593,227200,227.2,"Least Popular",20,"More songs than average","Artist with more songs than average"
"D. Savage",53,"hip-hop",0.427,134040,134.04,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Joyner Lucas",54,"hip-hop",0.185,196686,196.686,"Least Popular",18,"More songs than average","Artist with more songs than average"
"bbno$",57,"hip-hop",0.0375,166613,166.613,"Least Popular",8,"More songs than average","Artist with more songs than average"
"The Kid LAROI",54,"hip-hop",0.0584,134303,134.303,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Tornillo",57,"hip-hop",0.168,294545,294.545,"Least Popular",7,"More songs than average","Artist with more songs than average"
"KSI",57,"hip-hop",0.0284,205653,205.653,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Conway the Machine",52,"hip-hop",0.379,124484,124.484,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"NATTI NATASHA",64,"hip-hop",0.0777,200785,200.785,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Mac Miller",52,"hip-hop",0.0954,248731,248.731,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Fresco Trey",55,"hip-hop",0.129,150142,150.142,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Meek Mill",53,"hip-hop",0.0478,174805,174.805,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Zaytoven",52,"hip-hop",0.347,159175,159.175,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Nicky Jam",61,"hip-hop",0.0725,197647,197.647,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Duke Deuce",50,"hip-hop",0.222,149787,149.787,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Ahmad Anonimis",54,"hip-hop",0.0997,101000,101,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Maxo Kream",50,"hip-hop",0.0483,140320,140.32,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"88rising",58,"hip-hop",0.0352,207014,207.014,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Gucci Mane",50,"hip-hop",0.379,162802,162.802,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Baby Keem",53,"hip-hop",0.118,229608,229.608,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Russ",53,"hip-hop",0.149,194286,194.286,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Erick the Architect",55,"hip-hop",0.17,197500,197.5,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Fredo Bang",51,"hip-hop",0.132,140758,140.758,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Lil Double 0",49,"hip-hop",0.391,89333,89.333,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Baby Keem",53,"hip-hop",0.0679,219813,219.813,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Pusha T",56,"hip-hop",0.187,189692,189.692,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Isaiah Rashad",51,"hip-hop",0.204,202331,202.331,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Russ",53,"hip-hop",0.342,186667,186.667,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Malz Monday",52,"hip-hop",0.226,112547,112.547,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Baby Keem",53,"hip-hop",0.0428,266011,266.011,"Least Popular",22,"More songs than average","Artist with more songs than average"
"DJ Khaled",56,"hip-hop",0.12,306194,306.194,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Benny The Butcher",51,"hip-hop",0.238,120553,120.553,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Lefty Sm",57,"hip-hop",0.0475,212519,212.519,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Jasiah",51,"hip-hop",0.238,91829,91.829,"Least Popular",8,"More songs than average","Artist with more songs than average"
"KSI",62,"hip-hop",0.0878,193733,193.733,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Lil Double 0",49,"hip-hop",0.436,103700,103.7,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Nio Garcia",65,"hip-hop",0.333,182496,182.496,"Most Popular",5,"More songs than average","Artist with more songs than average"
"Russ",53,"hip-hop",0.0724,145500,145.5,"Least Popular",28,"More songs than average","Artist with more songs than average"
"Ali Gatie",59,"hip-hop",0.037,177440,177.44,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"City Morgue",52,"hip-hop",0.067,134655,134.655,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Logic",52,"hip-hop",0.2,224150,224.15,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Tornillo",54,"hip-hop",0.0668,218462,218.462,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Lil Double 0",49,"hip-hop",0.298,138281,138.281,"Least Popular",13,"More songs than average","Artist with more songs than average"
"$uicideboy$",53,"hip-hop",0.221,127769,127.769,"Least Popular",51,"More songs than average","Artist with more songs than average"
"Joey Purp",51,"hip-hop",0.0955,110760,110.76,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Toosii",51,"hip-hop",0.425,211613,211.613,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Bizarrap",71,"hip-hop",0.257,192348,192.348,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Gucci Mane",49,"hip-hop",0.304,214174,214.174,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Paris Texas",50,"hip-hop",0.309,159652,159.652,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Lil Double 0",50,"hip-hop",0.276,181714,181.714,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Andy Mineo",54,"hip-hop",0.064,169984,169.984,"Least Popular",6,"More songs than average","Artist with more songs than average"
"City Morgue",52,"hip-hop",0.0341,110629,110.629,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Rels B",72,"hip-hop",0.11,219681,219.681,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Bladee",54,"hip-hop",0.0501,134653,134.653,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Fredo Bang",51,"hip-hop",0.11,163792,163.792,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Kaleb Mitchell",54,"hip-hop",0.0512,169929,169.929,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"YG",51,"hip-hop",0.375,196129,196.129,"Least Popular",11,"More songs than average","Artist with more songs than average"
"G-Eazy",54,"hip-hop",0.211,157807,157.807,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Nemzzz",66,"hip-hop",0.56,145711,145.711,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"BONES",54,"hip-hop",0.0623,105691,105.691,"Least Popular",25,"More songs than average","Artist with more songs than average"
"The Kid LAROI",53,"hip-hop",0.0441,131365,131.365,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Big Boogie",49,"hip-hop",0.279,160193,160.193,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Tainy",59,"hip-hop",0.0555,166929,166.929,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Young Thug",52,"hip-hop",0.506,218597,218.597,"Least Popular",13,"More songs than average","Artist with more songs than average"
"KSI",60,"hip-hop",0.0747,180067,180.067,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Aleman",71,"hip-hop",0.306,181925,181.925,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"La Santa Grifa",59,"hip-hop",0.28,247079,247.079,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Lil Baby",51,"hip-hop",0.334,135445,135.445,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Paris Texas",52,"hip-hop",0.0362,244000,244,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Bryson Tiller",53,"hip-hop",0.17,186413,186.413,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Tyler, The Creator",53,"hip-hop",0.247,70927,70.927,"Least Popular",19,"More songs than average","Artist with more songs than average"
"Lil Baby",54,"hip-hop",0.335,206254,206.254,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Armand Hammer",51,"hip-hop",0.319,220353,220.353,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Dave East",50,"hip-hop",0.249,209321,209.321,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Aleman",67,"hip-hop",0.282,165714,165.714,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Boldy James",51,"hip-hop",0.36,160120,160.12,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Rio Da Yung Og",48,"hip-hop",0.372,120242,120.242,"Least Popular",15,"More songs than average","Artist with more songs than average"
"NF",54,"hip-hop",0.339,229687,229.687,"Least Popular",12,"More songs than average","Artist with more songs than average"
"Westside Gunn",51,"hip-hop",0.372,169887,169.887,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Lefty Sm",57,"hip-hop",0.0795,235789,235.789,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Tee Grizzley",49,"hip-hop",0.239,209917,209.917,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Rels B",72,"hip-hop",0.0959,142576,142.576,"Most Popular",7,"More songs than average","Artist with more songs than average"
"Bizarrap",69,"hip-hop",0.153,158087,158.087,"Most Popular",12,"More songs than average","Artist with more songs than average"
"Lil Baby",53,"hip-hop",0.123,195454,195.454,"Least Popular",70,"More songs than average","Artist with more songs than average"
"French Montana",52,"hip-hop",0.103,185478,185.478,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Icewear Vezzo",50,"hip-hop",0.219,164780,164.78,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Logic",50,"hip-hop",0.145,163135,163.135,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Soulja Boy",52,"hip-hop",0.302,152137,152.137,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"88rising",58,"hip-hop",0.0302,230395,230.395,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"ZillaKami",51,"hip-hop",0.445,116481,116.481,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Ramirez",51,"hip-hop",0.209,128784,128.784,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Cal Scruby",49,"hip-hop",0.0689,170400,170.4,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Joyner Lucas",52,"hip-hop",0.43,211654,211.654,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Boldy James",51,"hip-hop",0.289,126160,126.16,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Free Party",51,"hip-hop",0.311,148499,148.499,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Justin Quiles",64,"hip-hop",0.111,226010,226.01,"Most Popular",11,"More songs than average","Artist with more songs than average"
"The Real Young Swagg",49,"hip-hop",0.0367,213394,213.394,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Daddy Yankee",62,"hip-hop",0.0987,184507,184.507,"Least Popular",11,"More songs than average","Artist with more songs than average"
"99zed",54,"hip-hop",0.145,133754,133.754,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Cartel De Santa",60,"hip-hop",0.14,270576,270.576,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Mac Miller",52,"hip-hop",0.279,398455,398.455,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Young Stoner Life",50,"hip-hop",0.321,188440,188.44,"Least Popular",11,"More songs than average","Artist with more songs than average"
"D. Savage",50,"hip-hop",0.138,252987,252.987,"Least Popular",9,"More songs than average","Artist with more songs than average"
"NLE Choppa",51,"hip-hop",0.286,184153,184.153,"Least Popular",34,"More songs than average","Artist with more songs than average"
"Chani Nattan",80,"hip-hop",0.0663,131078,131.078,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Mac Miller",51,"hip-hop",0.386,229820,229.82,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Miky Woodz",65,"hip-hop",0.152,180752,180.752,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Lefty Sm",56,"hip-hop",0.0415,238000,238,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Young Dolph",48,"hip-hop",0.256,166333,166.333,"Least Popular",35,"More songs than average","Artist with more songs than average"
"Key Glock",49,"hip-hop",0.193,189360,189.36,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Logic",51,"hip-hop",0.0381,295359,295.359,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Westside Gunn",50,"hip-hop",0.397,235738,235.738,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Young Thug",50,"hip-hop",0.244,170496,170.496,"Least Popular",13,"More songs than average","Artist with more songs than average"
"KAYTRANADA",54,"hip-hop",0.0923,163013,163.013,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Big K.R.I.T.",50,"hip-hop",0.134,146114,146.114,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"EST Gee",50,"hip-hop",0.312,193618,193.618,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Mike Dimes",50,"hip-hop",0.444,121538,121.538,"Least Popular",9,"More songs than average","Artist with more songs than average"
"6LACK",53,"hip-hop",0.125,202825,202.825,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Vince Staples",50,"hip-hop",0.37,166829,166.829,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Bakar",56,"hip-hop",0.0807,191479,191.479,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Lil Nas X",54,"hip-hop",0.0617,161667,161.667,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Dusty Leigh",50,"hip-hop",0.0408,157368,157.368,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Rio Da Yung Og",47,"hip-hop",0.448,147096,147.096,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Big Scarr",48,"hip-hop",0.442,170121,170.121,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Marlon Craft",53,"hip-hop",0.283,172969,172.969,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Rio Da Yung Og",47,"hip-hop",0.46,130456,130.456,"Least Popular",15,"More songs than average","Artist with more songs than average"
"ICYTWAT",51,"hip-hop",0.26,165880,165.88,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Pooh Shiesty",48,"hip-hop",0.486,192052,192.052,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Hulvey",50,"hip-hop",0.27,162416,162.416,"Least Popular",8,"More songs than average","Artist with more songs than average"
"The Alchemist",52,"hip-hop",0.0549,136500,136.5,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Sidhu Moose Wala",75,"hip-hop",0.2,270000,270,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Lil Migo",47,"hip-hop",0.161,140643,140.643,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Pooh Shiesty",48,"hip-hop",0.156,192000,192,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Kenny Muney",49,"hip-hop",0.15,130186,130.186,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Pooh Shiesty",48,"hip-hop",0.376,180870,180.87,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Dave",68,"hip-hop",0.258,251733,251.733,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Big Scarr",47,"hip-hop",0.342,202832,202.832,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Kid Quill",50,"hip-hop",0.0395,206005,206.005,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Baby Keem",50,"hip-hop",0.053,174502,174.502,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Shordie Shordie",49,"hip-hop",0.282,137640,137.64,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Lil Durk",52,"hip-hop",0.553,112941,112.941,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Lil Gnar",50,"hip-hop",0.349,227918,227.918,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Blvck Svm",52,"hip-hop",0.262,128639,128.639,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Louie Ray",48,"hip-hop",0.246,87406,87.406,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Vince Staples",50,"hip-hop",0.426,139050,139.05,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Jasiah",50,"hip-hop",0.159,114096,114.096,"Least Popular",8,"More songs than average","Artist with more songs than average"
